Name,Food,Street,Phone,Rating
Underground Garage,Falafel,"Yonge St, Toronto",+1 740-517-8498,3.7
Sen5es,Ramen,"King St, Toronto",+1 904-930-9828,1.9
Ikkousha Ramen,ramen,"Queen Street West, Toronto",+1 842-372-6783,1.2
Urawa,japanese,"Adelaide Street West, Toronto",+1 650-324-2190,2.4
Yuzu No Hana,sushi,"Adelaide Street West, Toronto",+1 922-264-8655,4.5
Momo Ghar,Salad,"Bloor Street West, Toronto",+1 897-771-7249,3.1
Azkadenya Mezza Diner,Falafel,"Yonge St, Toronto",+1 633-888-5973,1.9
Hakata Shoryuken Ramen,chinese,"Queen Street West, Toronto",+1 849-591-9912,3.2
Bar Altura,BBQ,"Queen Street West, Toronto",+1 819-919-8265,3.3
Kinton Ramen,japanese,"Queen Street West, Toronto",+1 951-696-9711,1.8
to-ne Sushi,japanese,"Queen Street West, Toronto",+1 883-150-6165,4.3
Midori Ramen,Pizza,"Queen Street West, Toronto",+1 709-149-8890,3.2
The Dime Roadhouse,Burger,"Queen Street West, Toronto",+1 900-383-1997,4.2
JP Sushi,japanese,"Annette Street, Toronto",+1 890-177-5295,4.6
Su-Good Chinese Restaurant,chinese,"Danforth Avenue, East York",+1 606-728-1485,3.5
Vos Restaurant Argentino,argentinian,"College Street, Toronto",+1 777-219-9934,1.7
Pi Co.,pizza,"Colborne Street, Toronto",+1 824-244-1655,3.5
Ikkousha Ramen,japanese,"Queen Street West, Toronto",+1 825-985-2971,3.8
Perla,BBQ,"College Street, Toronto",+1 809-557-4679,3.2
Actinolite Restaurant,Sushi,"Ossington Avenue, Toronto",+1 987-572-9347,3.4
The BarBQ Factory,barbecue,"O'Connor Drive, Toronto",+1 614-493-8363,4.2
Iruka Sushi,sushi,"Queens Quay West, Toronto",+1 707-810-8002,2.7
Golden Lion Restaurant,ukrainian,"College St, Toronto",+1 855-266-2408,2.8
Mama Rosa,Pasta,"Bloor St, Toronto",+1 869-125-6325,4.2
Lola,Burger,"Queen Street West, Toronto",+1 663-191-7507,4.6
Guu Izakaya,japanese,"Queen Street West, Toronto",+1 714-354-9974,3.2
Japanese Snack Bar,japanese,"Queen Street West, Toronto",+1 941-235-6660,2.4
Little Tibet,Sushi,"Queen Street West, Toronto",+1 866-745-8119,2.7
Parkdale Breakfast,Pizza,"Bloor St, Toronto",+1 900-140-6366,4.9
R&D,Sushi,"Spadina Avenue, Toronto",+1 704-110-9790,2.4
Green Tea,Salad,"King St, Toronto",+1 917-183-1082,3.9
Homemade Ramen,ramen,"Spadina Avenue, Toronto",+1 917-881-1353,1.5
Swatow Restaurant,BBQ,"Queen St, Toronto",+1 674-350-1852,1.8
Swatow Restaurant,Burger,"College St, Toronto",+1 867-383-6257,4.3
Tail of the Junction,Salad,"Dundas Street West, Toronto",+1 961-743-4530,1.4
Indilicious,indian,"Yonge St, Toronto",+1 672-473-7158,3.3
Thai One On,Falafel,"Yonge St, Toronto",+1 840-709-8968,2.3
Leela,indian,"Queen St, Toronto",+1 647-762-8645,1.2
Junction Local,Pizza,"Spadina Ave, Toronto",+1 985-561-8929,1
Dirty Food Eatery,Pizza,"Bay St, Toronto",+1 999-644-9680,4.3
Ro House,vietnamese,"Yonge St, Toronto",+1 895-272-1283,1.9
Curry Twist,indian,"Bloor St, Toronto",+1 664-920-4256,4.3
Gabby's,Ramen,"Dundas St, Toronto",+1 626-867-2809,2.8
Pho Huong,vietnamese,"Queen St, Toronto",+1 688-403-7280,2.4
Junction Grill,BBQ,"Yonge St, Toronto",+1 918-206-1199,2.8
Isaan Der,thai,"Dundas Street West, Toronto",+1 977-688-7266,1.1
Tumi Dumpling House,Pizza,"Yonge St, Toronto",+1 663-912-4229,2.3
Pi Co.,pizza,"Dundas Street West, Toronto",+1 769-159-8918,3.9
D&Y Sushi,sushi,"Dundas Street West, Toronto",+1 837-557-2815,4.4
Amaya,indian,"Dundas Street West, Toronto",+1 664-889-1771,4.9
Silk,thai,"Dundas Street West, Toronto",+1 778-795-4311,2.4
Taste Seduction,jamaican,"King St, Toronto",+1 775-799-2948,2.1
La Rev,mexican,"King St, Toronto",+1 813-763-7647,4.5
Paddler Thai boat noodles,thai,"Queen Street West, Toronto",+1 922-377-8659,1.4
Islas,filipino,"Queen Street West, Toronto",+1 609-590-6163,3
Norling,tibetan;hakka,"Queen Street West, Toronto",+1 821-409-1908,3.9
Afrobeat Kitchen,Pizza,"Queen Street West, Toronto",+1 920-735-9894,2.9
Garleek Kitchen,asian,"Queen Street West, Toronto",+1 750-356-9137,3.6
Mother India,indian,"Queen Street West, Toronto",+1 851-410-6596,1.8
Shambhala,tibetan,"Queen Street West, Toronto",+1 776-804-3876,2.1
The Shameful Tiki Room,polynesian,"Queen Street West, Toronto",+1 905-895-7721,2.4
Black Angus Steakhouse,steak_house,"Bloor Street West, Toronto",+1 745-879-6268,3.1
Citizen,Falafel,"King St, Toronto",+1 673-253-7367,1.1
Labora,Burger,"King Street West, Toronto",+1 708-565-4624,2.4
Impact,Salad,"Bloor St, Toronto",+1 755-388-8376,4.8
Zafoon Middle Eastern Restaurant,Pizza,"College Street, Toronto",+1 917-780-5891,1.1
El Rancho,Pizza,"College Street, Toronto",+1 603-301-1700,4.3
Midnight Market,Pasta,"College Street, Toronto",+1 811-951-4488,4.3
Pomegranate,persian,"College Street, Toronto",+1 876-958-3839,4.5
Sheherzade,persian,"College Street, Toronto",+1 645-532-2293,3.7
Hacienda,mexican,"College Street, Toronto",+1 872-290-9478,3.8
Tondou Ramen,japanese,"College Street, Toronto",+1 741-100-1775,4.9
Pho Con Bo,vietnamese,"Bay St, Toronto",+1 768-564-1842,2.6
Beverly Hills,italian,"Beverly Hills Drive, Toronto",+1 956-362-9304,1.8
Hoa Da,vietnamese,"Bloor St, Toronto",+1 831-409-6768,3.5
Golden Diner Family Restaurant,Tacos,"Carlton Street, Toronto",+1 808-706-1380,1.7
Jumbo Empanadas,BBQ,"Augusta Avenue, Toronto",+1 741-108-4083,3
Aquarela Restaurant,latin_american,"King St, Toronto",+1 871-194-5479,3.8
Hung Long,vietnamese,"Bay St, Toronto",+1 701-573-1905,1.1
Peter G's,Burger,"Bloor St, Toronto",+1 932-856-8960,2
Pickle Barrel,Burger,"Yonge Street, Toronto",+1 711-636-1095,3.8
Maya,latin_american,"Bay St, Toronto",+1 820-166-7317,3.6
La Pasiva,latin_american,"Queen St, Toronto",+1 724-384-4192,2
Maestros,italian,"King St, Toronto",+1 739-370-4878,2.4
Mustafa Kebap,turkish,"Bloor St, Toronto",+1 761-894-8568,2.9
La Traviata,italian,"Bloor St, Toronto",+1 959-909-6401,4.4
Rosa Chilena,latin_american,"Queen St, Toronto",+1 949-106-8211,4.5
Lovely Pao,filipino,"College St, Toronto",+1 842-157-1252,2.7
Da Zio Mimmo,italian,"College St, Toronto",+1 955-128-5514,2.5
Lucky Wok Restaurant,chinese,"Dundas St, Toronto",+1 784-447-4654,4.8
Kalesa,filipino,"Queen St, Toronto",+1 617-458-1893,1.9
Ardo,italian,"King St, Toronto",+1 712-564-9622,2.7
Bodega Henriette,breakfast,"Dundas St, Toronto",+1 993-238-7862,3.2
Mangia & Bevi,italian,"King Street East, Toronto",+1 761-498-9525,2.7
Katz's Deli,sandwich,"Dundas St, Toronto",+1 827-932-1690,2.1
Mainsha Restaurant,seafood,"College St, Toronto",+1 750-430-9282,3.2
Cantina Mercatto,italian,"King St, Toronto",+1 609-959-3173,4.2
Yu Ki,japanese,"Bloor St, Toronto",+1 608-787-9011,3.7
Demetres,dessert,"Queen St, Toronto",+1 934-560-8490,1.4
Noodle King,noodle,"Bay St, Toronto",+1 929-734-3129,2.3
Seoul King,korean,"King St, Toronto",+1 674-359-5841,3.4
Royal Korean Cuisine,korean,"Dundas St, Toronto",+1 774-162-2616,4.6
Pho Viet House,vietnamese,"Yonge St, Toronto",+1 972-761-4025,3.1
Shoeless Joe's,grill,"College St, Toronto",+1 792-472-7589,1.5
Lucky Dragon,chinese,"Dufferin Street, Toronto",+1 683-396-7740,3.8
Mirra's Place,italian,"Dufferin Street, Toronto",+1 694-530-3123,4.7
Esto Es Colombia,latin_american,"Spadina Ave, Toronto",+1 764-176-5341,4.8
Beautiful City Restaurant,Salad,"King St, Toronto",+1 729-200-6327,3.6
Darosa,latin_american,"Yonge St, Toronto",+1 986-915-4950,4.2
Camarra,italian,"King St, Toronto",+1 662-895-6730,3.3
Tostadas Grill,latin_american,"College St, Toronto",+1 868-567-8870,1.7
Toronto Pho,vietnamese,"College St, Toronto",+1 993-852-2505,4.1
Yum Yum Restaurant,jamaican,"College St, Toronto",+1 817-623-6103,1.7
Ocean Grill Restaurant,seafood,"College St, Toronto",+1 733-839-4385,1.4
Express Thai Cuisine,thai,"Dufferin Street, York",+1 608-401-9737,4.1
Tonkin,vietnamese,"Dufferin Street, Toronto",+1 864-477-8169,3.5
Toronto Latino,latin_american,"King St, Toronto",+1 754-919-5854,4.1
Sheryl's: Authentic Caribbean Cuisine,Sushi,"Yonge St, Toronto",+1 844-681-6721,2.5
High Life Restaurant,caribbean,"Bloor St, Toronto",+1 927-167-7569,3.7
Rincon de la Boca,Tacos,"Bloor St, Toronto",+1 784-910-3797,4.5
Ubelicious,uzbek,"Bloor St, Toronto",+1 729-794-4215,2.3
Roti King,caribbean,"Queen St, Toronto",+1 854-341-4767,1.8
Sankofa Lounge,Falafel,"Spadina Ave, Toronto",+1 847-793-5974,3.2
Ming City,chinese,"Queen St, Toronto",+1 893-324-6901,3.3
One Stop Restaurant,jamaican,"Queen St, Toronto",+1 616-726-4829,4.7
Canadian Caribbean Restaurant,caribbean,"Bay St, Toronto",+1 750-908-9758,1.3
Pita & Hummus,falafel;pita,"St. Clair Avenue West, Toronto",+1 615-793-6960,4.2
Kiyo Japanese Cuisine,japanese,"Yonge St, Toronto",+1 817-306-4332,1.4
Apollo Eleven Restaurant,Burger,"Bay St, Toronto",+1 995-182-4878,3.1
Rapido,Salad,"Yonge St, Toronto",+1 735-313-3084,1.1
Annapurna,indian,"Spadina Ave, Toronto",+1 698-770-2958,1.2
Gordo Ex,latin_american,"Bathurst Street, Toronto",+1 790-327-4133,1.3
Napolitan Pizzeria,pizza,"Spadina Ave, Toronto",+1 781-372-8037,2
Miya Bhai,indian,"Queen St, Toronto",+1 966-256-1814,4.5
Good Hombres,mexican,"Spadina Ave, Toronto",+1 754-313-4195,2.1
Mugi,thai,"Bathurst Street, Toronto",+1 793-885-5619,2.9
Maggiano's,italian,"Rexdale Boulevard, Toronto",+1 726-692-1643,3.9
The Swiss Pick Restaurant,Burger,"College St, Toronto",+1 718-586-7207,1.5
Zaytoun Kitchen,Steak,"College St, Toronto",+1 621-889-8416,3.2
D' Jerk & Roti,caribbean,"College St, Toronto",+1 993-492-6059,2.3
Haveli Sweets & Restaurant,indian,"Westmore Drive, Toronto",+1 623-358-5747,4.9
Zaiga Restaurant & Sweets,indian,"Yonge St, Toronto",+1 810-576-6045,4.1
Carribean Lyme,caribbean,"Bay St, Toronto",+1 975-168-5049,2.3
Focaccia's,italian,"Bloor St, Toronto",+1 690-753-6621,5
Yellow Chilly,chinese,"Yonge St, Toronto",+1 644-933-5332,3.7
Gabby's,BBQ,"College St, Toronto",+1 856-627-1305,1.1
Freshii,salad,"Dundas St, Toronto",+1 641-900-1672,3.1
Watts Restaurant,Tacos,"Queen St, Toronto",+1 956-281-6134,2.4
Yamamoto Japanese Cuisine,japanese,"Spadina Ave, Toronto",+1 874-631-6563,1.7
High Street Fish & Chips,fish_and_chips,"Underhill Drive, North York",+1 995-510-7059,3.5
The Civic,regional,"Broadview Avenue, Toronto",+1 998-112-4967,1.5
The Broadview Bistro+Bar,Salad,"Broadview Avenue, Toronto",+1 700-703-8485,2.1
The Comrade,Sushi,"Queen Street East, Toronto",+1 832-173-6653,4.5
I'll be seeing you...,Pasta,"Queen Street East, Toronto",+1 871-930-4943,4.9
Casa Deluz Banquet Hall,chinese,"Yonge St, Toronto",+1 649-281-3557,5
Xe Lua,vietnamese,"Yonge St, Toronto",+1 962-688-1168,1.6
Moxie's,bar&grill,"Dundas St, Toronto",+1 882-883-3295,4.9
Kwan Dim Sum,chinese,"Bay St, Toronto",+1 670-112-2897,3.3
Star,indian;chinese,"King St, Toronto",+1 835-757-6769,5
Little Bavaria Restaurant,german,"College St, Toronto",+1 978-968-8670,1.7
Time West Indian,caribbean,"Queen St, Toronto",+1 855-372-4464,1.9
Tim Choi,chinese,"Spadina Ave, Toronto",+1 691-900-5603,3.5
Pho Dau Bo,vietnamese,"King St, Toronto",+1 969-734-4020,4.5
Nanay Meding's Restaurant,filipino,"Bay St, Toronto",+1 972-547-3493,3.7
Godavari,indian,"Dundas St, Toronto",+1 754-990-8430,2
Mirchi Dhaba,indian,"Spadina Ave, Toronto",+1 915-901-2321,1.9
Fabian's Cafe,Salad,"Queen St, Toronto",+1 920-925-8546,2.7
Lawrence Bar & Grill,Steak,"Bay St, Toronto",+1 728-837-8202,2.3
Smilin' Jacks,Sushi,"College St, Toronto",+1 820-657-6235,4.7
Tanjore,indian,"King St, Toronto",+1 977-166-3637,1.3
Swiss Chalet,chicken,"Queen St, Toronto",+1 835-594-3560,1.2
Port Union Seafood,fish_and_chips,"College St, Toronto",+1 811-860-3087,1.6
Eggsmart,breakfast,"Dundas St, Toronto",+1 724-485-8448,1.1
Superhot,hotpot,"Dundas St, Toronto",+1 939-573-7663,1.8
43° N BBQ Bar,chinese;barbecue,"Yonge Street, Toronto",+1 667-881-5697,4.3
Yang's Braised Chicken Rice,chinese,"Yonge St, Toronto",+1 727-800-6571,3.1
Yunshang Rice Noodle,noodle,"Yonge Street, Toronto",+1 676-533-1784,3.8
Swiss Chalet,chicken,"Queen St, Toronto",+1 846-291-4329,4.3
Mary's Place,italian,"Bermondsey Road, Toronto",+1 985-478-7503,3.7
The Veggie Thali,indian,"Victoria Park Avenue, Toronto",+1 917-295-2750,4.3
Sansimian,jamaican,"King St, Toronto",+1 965-667-5469,4
Chachu's,international,"Bond Street, Toronto",+1 908-718-5494,4.5
Vegan Bear,Pizza,"Yonge Street, Toronto",+1 970-932-5261,3.5
e11even,Pizza,"Dundas St, Toronto",+1 984-368-4062,1
Blaze Pizza,pizza,"Queen St, Toronto",+1 680-831-1941,1.3
Flock Rotisserie + Greens,chicken,"Bloor St, Toronto",+1 665-230-4161,1.1
Petit Potato,japanese,"Dundas St, Toronto",+1 825-773-2948,4.2
UFO Restaurant,diner;vietnamese,"Niagara Street, Toronto",+1 644-168-4500,3.4
Freshii,salad,"Queen St, Toronto",+1 766-918-4584,3.7
Sing Sing BBQ House,BBQ,"Queen St, Toronto",+1 927-831-3190,2.5
Juzz Sushi,sushi,"Queen Street East, Toronto",+1 662-734-1515,1.3
Siddartha,BBQ,"Queen Street East, Toronto",+1 768-301-4738,3.6
Ruby Watchco,Salad,"Queen Street East, Toronto",+1 719-590-4207,4
M'Eat,Pizza,"Bloor St, Toronto",+1 699-185-3087,1
Lucky Star,Sushi,"Queen Street East, Toronto",+1 802-834-4684,4
The Opera House Grill,Pizza,"Queen St, Toronto",+1 938-577-7882,1.8
Good Karma,Burger,"Bloor St, Toronto",+1 832-885-3574,1.9
Mother's Dumplings,Sushi,"Spadina Avenue, Toronto",+1 904-758-9271,1.8
Freshii,salad,"Bloor St, Toronto",+1 633-249-8034,3.9
Hendricks,Ramen,"Yonge St, Toronto",+1 635-138-4963,2.3
Freshii,salad,"Spadina Ave, Toronto",+1 958-700-4991,3.6
Perfect Chinese Restaurant,chinese,"Dundas St, Toronto",+1 966-819-8036,4
Saigon Lotus,vietnamese,"St. Andrew Street, Toronto",+1 863-664-6669,4.2
Ka Chi,korean,"Spadina Ave, Toronto",+1 754-920-8171,4
Pizza Hut,pizza,"Eglinton Avenue East, Scarborough",+1 903-378-9110,4.8
Wok and Fortune,Steak,"Eglinton Avenue East, Scarborough",+1 761-230-7872,1.5
Luna Junction,mediterranean,"Dundas Street West, Toronto",+1 854-903-1919,2.8
Freshii,salad,"Yonge Street, Toronto",+1 864-617-7383,3.6
PI CO.,pizza,"Bloor St, Toronto",+1 850-272-3288,1.9
NARU Izakaya,japanese,"Church Street, Toronto",+1 659-864-1812,2.9
ShangHai Shikumen Fire Cuisine,Salad,"Yonge St, Toronto",+1 858-899-9635,1.6
Stelvio,Steak,"Bloor St, Toronto",+1 795-251-7032,3
Osmow's,mediterranean;shawarma,"Military Trail, Scarborough",+1 708-785-2925,2.1
Antler Kitchen & Bar,canadian;wild;seasonal,"Dundas Street West, Toronto",+1 802-374-5170,2.2
Ufficio,Burger,"Dundas Street West, Toronto",+1 769-519-3762,4
PapI Chulo's,mexican,"Ossington Avenue, Toronto",+1 951-535-9934,4.5
Cactus Club Cafe,international,"Adelaide Street West, Toronto",+1 890-940-5031,2.1
BOOM Breakfast & Co. College St.,Falafel,"College Street, Toronto",+1 859-407-1002,2.5
Starving Artist,BBQ,"College Street, Toronto",+1 810-629-5702,4.2
Regina Trattoria & Pizzeria,italian,"College Street, Toronto",+1 868-176-7399,1.6
Garrison Creek,Burger,"College Street, Toronto",+1 760-927-5192,1.7
Via Norte,Pizza,"College Street, Toronto",+1 737-242-3325,4.4
Alchemy,BBQ,"College Street, Toronto",+1 783-490-9186,3.6
Chiado,portuguese,"College Street, Toronto",+1 907-379-8114,1.6
Black Knight,BBQ,"College Street, Toronto",+1 999-468-6801,2
The Shozan Room,japanese,"College St, Toronto",+1 804-677-7432,1.4
Marben,Pasta,"Wellington Street West, Toronto",+1 906-131-7197,2.9
Herby,persian,"Danforth Avenue, Toronto",+1 772-885-7718,3.7
Gyugyuya,Salad,"Dundas Street West, Toronto",+1 848-852-5914,2.5
Juicy Dumpling,dumplings;chinese,"Spadina Avenue, Toronto",+1 862-563-7063,3.1
Seven Lives Tacos Y Mariscos,Sushi,"Kensington Avenue, Toronto",+1 847-529-3766,3
her father's cider bar + kitchen,Falafel,"Spadina Ave, Toronto",+1 688-734-7178,1.3
Athens Restaurant,greek,"Danforth Avenue, Toronto",+1 981-511-7021,4.2
Maple Leaf Tavern,Steak,"Yonge St, Toronto",+1 734-801-5334,1.8
Huy Ky,Burger,"Dundas St, Toronto",+1 979-742-8644,3
Blackjack BBQ,Steak,"King St, Toronto",+1 717-537-2620,2.7
Los Cantaritos,mexican,"Gerrard Street East, Toronto",+1 856-581-4880,3.1
La Vecchia,italian,"Yonge St, Toronto",+1 782-545-4194,3.8
Artisan+,Ramen,"King St, Toronto",+1 691-544-3131,1.8
La Fenice,italian,"King Street West, Toronto",+1 679-992-4004,4.3
Eggsmart,breakfast,"Bloor St, Toronto",+1 775-286-5099,5
Butcher Chef,steak_house,"Harbour Street, Toronto",+1 825-895-2650,4.5
Tata Hot Sauce Emporium,Steak,"Rexleigh Drive, Toronto",+1 865-730-2840,4.3
Hakka No. 1,chinese,"College St, Toronto",+1 739-352-4866,1.9
Sunset Grill,american,"Spadina Ave, Toronto",+1 898-214-1474,3.9
Cucina Buca,Pizza,"King St, Toronto",+1 632-388-9350,3.2
Eataly Toronto,italian,"Bloor Street West, Toronto",+1 990-221-3088,3.4
The Host,indian,"Elm Street, Toronto",+1 696-661-9608,2.8
Eat BKK,thai,"Bloor St, Toronto",+1 894-854-4830,4.8
Bong Lua,vietnamese,"King St, Toronto",+1 905-742-2279,1
Library Bar,Salad,"Front Street West, Toronto",+1 699-296-7101,3
REIGN,BBQ,"Front Street West, Toronto",+1 911-836-6775,1.4
Bún Saigon,vietnamese,"Spadina Avenue, Toronto",+1 900-122-4435,3.4
Xe Lua,vietnamese,"Spadina Avenue, Toronto",+1 787-988-9222,3.5
Chongqing Liuyishou Hotpot,hotpot,"Bay St, Toronto",+1 884-448-7831,3.1
Fudao Noodle House,Sushi,"Spadina Avenue, Toronto",+1 973-934-3040,4.5
The Local Café & Restaurant,Steak,"Progress Avenue, Toronto",+1 769-538-5437,3.8
Taj Restaurant,Pasta,"Finch Avenue West, North York",+1 851-696-2607,4.7
Sunset Grill,american,"Lodestar Road, North York",+1 813-930-8493,3.1
Molkagtez,mexican,"Queen Street West, Toronto",+1 752-476-8615,4.4
Loga's Corner,tibetan,"Close Avenue, Toronto",+1 846-928-6678,4.5
Nonna Francesca's Ristorante,italian,"Queen St, Toronto",+1 726-775-7277,1.5
Kinka Izakaya,japanese,"Bay St, Toronto",+1 675-623-6101,3.1
Kinton Ramen,japanese,"College St, Toronto",+1 600-296-6678,2.1
Gabby's,Sushi,"Queen St, Toronto",+1 826-832-9062,3.4
Kinoya,sushi,"College St, Toronto",+1 659-120-3295,3.7
Sumilicious Smoked Meat - Deli,deli,"Steeles Avenue East, Toronto",+1 708-842-5688,5
Khau Gully,indian,"Yonge Street, Toronto",+1 846-658-4963,1.1
Willy's Jerk,caribbean,"Keele Street, North York",+1 766-249-3271,3.8
Tin Tin Congee,chinese,"Keele Street, North York",+1 811-650-9594,4.5
Don Franchesko,pizza,"Finch Avenue West, North York",+1 939-794-9890,4.9
Jacobs Food Company,Pasta,"Eglinton Avenue West, Toronto",+1 744-834-5539,2
Panchita’s Kitchen and Bakery,Steak,"Finch Avenue West, North York",+1 742-283-8769,3.3
Mezzetta,mediterranean;turkish;persian,"St. Clair Avenue West, Toronto",+1 703-637-8519,2.3
Osmow's,mediterranean;shawarma,"Billy Bishop Way, North York",+1 950-798-3814,4.7
Osmow's,mediterranean;shawarma,"Victoria Park Avenue, North York",+1 865-211-4986,3.8
Osmow's,mediterranean;shawarma,"Rogers Road, Toronto",+1 663-810-2743,4.8
Osmow's,mediterranean;shawarma,"Danforth Avenue, Toronto",+1 645-551-5477,3.2
Osmow's,mediterranean;shawarma,"St. Clair Avenue West, Toronto",+1 722-405-7957,1.1
Edulis,Tacos,"Niagara Street, Toronto",+1 914-449-2270,4
Freshii,salad,"Steeles Avenue West, North York",+1 695-581-2367,4.7
Sandy's Cuisine,Pasta,"Dundas St, Toronto",+1 835-183-4744,2.2
Hing Fa Chinese Cuisine,chinese,"Bloor St, Toronto",+1 688-492-3254,1.8
Gabby's,Burger,"Spadina Ave, Toronto",+1 724-721-7731,2.3
Seaspray,chinese,"Spadina Ave, Toronto",+1 669-135-3879,4.9
Kibo Sushi House,Burger,"Dundas St, Toronto",+1 969-577-7062,1.5
Pizza Rustico,pizza,"College St, Toronto",+1 989-882-1426,4.1
Jatujak,thai,"Queen St, Toronto",+1 762-959-3333,2.5
Barkhouse Grill,Burger,"Yonge St, Toronto",+1 702-898-7858,1.9
The Real Jerk,caribbean,"Dundas St, Toronto",+1 983-196-1393,4.4
Tropical Thai Cuisine,thai,"Kingston Road, Toronto",+1 697-376-8840,4.7
Bowl of Karma,indian,"Yonge St, Toronto",+1 724-482-5837,1.4
Big Boy's Burrito,mexican,"College St, Toronto",+1 820-473-6459,4.1
Ume Fashion Sushi,sushi,"Yonge St, Toronto",+1 737-878-4321,4.7
Enrico's Pizza,pizza,"College St, Toronto",+1 850-631-5519,1.6
Spice King Reataurant,Falafel,"Dundas St, Toronto",+1 799-298-5757,2.7
Dragon Delight Chinese Cuisine,chinese,"Spadina Ave, Toronto",+1 696-622-3491,2
Koz Bingol,turkish,"College St, Toronto",+1 636-857-4510,1.9
Moonlight Korean Restaurant,Tacos,"Dundas St, Toronto",+1 823-461-2031,2.2
Dr. Laffa,middle_eastern,"Spadina Ave, Toronto",+1 705-345-4183,4.8
The Chicken Nest,chicken,"Bathurst street, Toronto",+1 723-608-9176,2.8
Europe Bar and Restaurant,hungarian,"College St, Toronto",+1 906-388-2136,2.3
Bangku,filipino,"Bay St, Toronto",+1 855-844-5523,3
La Mexicana,mexican,"Bloor St, Toronto",+1 911-661-6416,3.1
Pizza Hut,pizza,"College St, Toronto",+1 998-154-4740,3.8
Rainbow Sushi,sushi,"King St, Toronto",+1 943-791-7100,1.8
Milk 'N Honey,Ramen,"College St, Toronto",+1 620-730-2168,4.9
Umami Sushi,sushi,"Yonge St, Toronto",+1 820-908-6554,1.1
Tinuno,filipino,"Bathurst Street, Toronto",+1 963-469-5022,2.9
Hakka No. 1,chinese,"Spadina Ave, Toronto",+1 667-421-1090,3.1
Flame Bar & Grill,Ramen,"Yonge St, Toronto",+1 676-957-5110,4.4
El-Tipico-Ecuatoriano,latin_american,"Keele Street, Toronto",+1 668-467-7656,2.7
